Tesla,Close
16:30 - 16:31 06/08/2020,201.162
16:31 - 16:32 06/08/2020,201.616
16:32 - 16:33 06/08/2020,201.68
16:33 - 16:34 06/08/2020,202.096
16:34 - 16:35 06/08/2020,201.666
16:35 - 16:36 06/08/2020,201.102
16:36 - 16:37 06/08/2020,201.274
16:37 - 16:38 06/08/2020,201.93
16:38 - 16:39 06/08/2020,202.285
16:39 - 16:40 06/08/2020,201.9
16:40 - 16:41 06/08/2020,202.106
16:41 - 16:42 06/08/2020,201.899
16:42 - 16:43 06/08/2020,201.462
16:43 - 16:44 06/08/2020,201.122
16:44 - 16:45 06/08/2020,201.206
16:45 - 16:46 06/08/2020,201.244
16:46 - 16:47 06/08/2020,200.958
16:47 - 16:48 06/08/2020,200.668
16:48 - 16:49 06/08/2020,200.566
16:49 - 16:50 06/08/2020,200.796
16:50 - 16:51 06/08/2020,201.312
16:51 - 16:52 06/08/2020,201
16:52 - 16:53 06/08/2020,201.077
16:53 - 16:54 06/08/2020,200.548
16:54 - 16:55 06/08/2020,200.526
16:55 - 16:56 06/08/2020,200.232
16:56 - 16:57 06/08/2020,200.2
16:57 - 16:58 06/08/2020,199.892
16:58 - 16:59 06/08/2020,199.501
16:59 - 17:00 06/08/2020,199.281
17:00 - 17:01 06/08/2020,198.884
17:01 - 17:02 06/08/2020,199.07
17:02 - 17:03 06/08/2020,199.8
17:03 - 17:04 06/08/2020,199.444
17:04 - 17:05 06/08/2020,199.343
17:05 - 17:06 06/08/2020,199.978
17:06 - 17:07 06/08/2020,200.059
17:07 - 17:08 06/08/2020,200.266
17:08 - 17:09 06/08/2020,200.542
17:09 - 17:10 06/08/2020,200.399
17:10 - 17:11 06/08/2020,200.276
17:11 - 17:12 06/08/2020,200.826
17:12 - 17:13 06/08/2020,200.722
17:13 - 17:14 06/08/2020,200.58
17:14 - 17:15 06/08/2020,200.69
17:15 - 17:16 06/08/2020,201.006
17:16 - 17:17 06/08/2020,201.036
17:17 - 17:18 06/08/2020,200.918
17:18 - 17:19 06/08/2020,200.98
17:19 - 17:20 06/08/2020,201.099
17:20 - 17:21 06/08/2020,201.108
17:21 - 17:22 06/08/2020,201.298
17:22 - 17:23 06/08/2020,200.896
17:23 - 17:24 06/08/2020,200.851
17:24 - 17:25 06/08/2020,200.763
17:25 - 17:26 06/08/2020,200.733
17:26 - 17:27 06/08/2020,200.824
17:27 - 17:28 06/08/2020,200.91
17:28 - 17:29 06/08/2020,200.8
17:29 - 17:30 06/08/2020,200.829
17:30 - 17:31 06/08/2020,200.816
17:31 - 17:32 06/08/2020,200.812
17:32 - 17:33 06/08/2020,200.484
17:33 - 17:34 06/08/2020,200.288
17:34 - 17:35 06/08/2020,199.924
17:35 - 17:36 06/08/2020,200.135
17:36 - 17:37 06/08/2020,200.26
17:37 - 17:38 06/08/2020,200.347
17:38 - 17:39 06/08/2020,200.2
17:39 - 17:40 06/08/2020,199.767
17:40 - 17:41 06/08/2020,199.516
17:41 - 17:42 06/08/2020,199.772
17:42 - 17:43 06/08/2020,199.686
17:43 - 17:44 06/08/2020,199.692
17:44 - 17:45 06/08/2020,199.898
17:45 - 17:46 06/08/2020,199.666
17:46 - 17:47 06/08/2020,199.151
17:47 - 17:48 06/08/2020,199.233
17:48 - 17:49 06/08/2020,199.366
17:49 - 17:50 06/08/2020,199.187
17:50 - 17:51 06/08/2020,199.384
17:51 - 17:52 06/08/2020,199.219
17:52 - 17:53 06/08/2020,199.602
17:53 - 17:54 06/08/2020,199.802
17:54 - 17:55 06/08/2020,199.628
17:55 - 17:56 06/08/2020,199.699
17:56 - 17:57 06/08/2020,199.794
17:57 - 17:58 06/08/2020,199.884
17:58 - 17:59 06/08/2020,199.672
17:59 - 18:00 06/08/2020,199.976
18:00 - 18:01 06/08/2020,199.802
18:01 - 18:02 06/08/2020,199.341
18:02 - 18:03 06/08/2020,199.525
18:03 - 18:04 06/08/2020,199.827
18:04 - 18:05 06/08/2020,199.6
18:05 - 18:06 06/08/2020,199.459
18:06 - 18:07 06/08/2020,199.2
18:07 - 18:08 06/08/2020,199.1
18:08 - 18:09 06/08/2020,199.13
18:09 - 18:10 06/08/2020,199.056
18:10 - 18:11 06/08/2020,199.013
18:11 - 18:12 06/08/2020,198.931
18:12 - 18:13 06/08/2020,198.688
18:13 - 18:14 06/08/2020,198.457
18:14 - 18:15 06/08/2020,198.304
18:15 - 18:16 06/08/2020,198.084
18:16 - 18:17 06/08/2020,198.268
18:17 - 18:18 06/08/2020,198.06
18:18 - 18:19 06/08/2020,197.812
18:19 - 18:20 06/08/2020,197.119
18:20 - 18:21 06/08/2020,197.398
18:21 - 18:22 06/08/2020,197.66
18:22 - 18:23 06/08/2020,197.683
18:23 - 18:24 06/08/2020,197.968
18:24 - 18:25 06/08/2020,197.69
18:25 - 18:26 06/08/2020,197.27
18:26 - 18:27 06/08/2020,197.102
18:27 - 18:28 06/08/2020,197.476
18:28 - 18:29 06/08/2020,198.036
18:29 - 18:30 06/08/2020,198.318
18:30 - 18:31 06/08/2020,198.71
18:31 - 18:32 06/08/2020,198.8
18:32 - 18:33 06/08/2020,198.593
18:33 - 18:34 06/08/2020,198.602
18:34 - 18:35 06/08/2020,198.779
18:35 - 18:36 06/08/2020,198.6
18:36 - 18:37 06/08/2020,198.512
18:37 - 18:38 06/08/2020,198.503
18:38 - 18:39 06/08/2020,198.558
18:39 - 18:40 06/08/2020,198.104
18:40 - 18:41 06/08/2020,197.8
18:41 - 18:42 06/08/2020,197.398
18:42 - 18:43 06/08/2020,197.622
18:43 - 18:44 06/08/2020,197.1
18:44 - 18:45 06/08/2020,197.258
18:45 - 18:46 06/08/2020,196.852
18:46 - 18:47 06/08/2020,197.223
18:47 - 18:48 06/08/2020,196.889
18:48 - 18:49 06/08/2020,196.4
18:49 - 18:50 06/08/2020,196.085
18:50 - 18:51 06/08/2020,195.826
18:51 - 18:52 06/08/2020,195.891
18:52 - 18:53 06/08/2020,195.651
18:53 - 18:54 06/08/2020,195
18:54 - 18:55 06/08/2020,195.22
18:55 - 18:56 06/08/2020,195.88
18:56 - 18:57 06/08/2020,196.247
18:57 - 18:58 06/08/2020,196.413
18:58 - 18:59 06/08/2020,195.688
18:59 - 19:00 06/08/2020,195.546
19:00 - 19:01 06/08/2020,196.175
19:01 - 19:02 06/08/2020,196.52
19:02 - 19:03 06/08/2020,196.97
19:03 - 19:04 06/08/2020,197.318
19:04 - 19:05 06/08/2020,197
19:05 - 19:06 06/08/2020,197.058
19:06 - 19:07 06/08/2020,196.887
19:07 - 19:08 06/08/2020,196.875
19:08 - 19:09 06/08/2020,197.378
19:09 - 19:10 06/08/2020,197.406
19:10 - 19:11 06/08/2020,197.06
19:11 - 19:12 06/08/2020,197.667
19:12 - 19:13 06/08/2020,197.936
19:13 - 19:14 06/08/2020,198.19
19:14 - 19:15 06/08/2020,198.465
19:15 - 19:16 06/08/2020,198.626
19:16 - 19:17 06/08/2020,198.675
19:17 - 19:18 06/08/2020,198.824
19:18 - 19:19 06/08/2020,198.689
19:19 - 19:20 06/08/2020,198.76
19:20 - 19:21 06/08/2020,199.114
19:21 - 19:22 06/08/2020,199.16
19:22 - 19:23 06/08/2020,198.95
19:23 - 19:24 06/08/2020,198.676
19:24 - 19:25 06/08/2020,198.674
19:25 - 19:26 06/08/2020,198.524
19:26 - 19:27 06/08/2020,198.15
19:27 - 19:28 06/08/2020,197.883
19:28 - 19:29 06/08/2020,197.554
19:29 - 19:30 06/08/2020,197.8
19:30 - 19:31 06/08/2020,197.896
19:31 - 19:32 06/08/2020,197.885
19:32 - 19:33 06/08/2020,197.986
19:33 - 19:34 06/08/2020,198.233
19:34 - 19:35 06/08/2020,198.5
19:35 - 19:36 06/08/2020,198.071
19:36 - 19:37 06/08/2020,198.261
19:37 - 19:38 06/08/2020,198.304
19:38 - 19:39 06/08/2020,198.2
19:39 - 19:40 06/08/2020,197.876
19:40 - 19:41 06/08/2020,198.08
19:41 - 19:42 06/08/2020,198.074
19:42 - 19:43 06/08/2020,197.829
19:43 - 19:44 06/08/2020,197.766
19:44 - 19:45 06/08/2020,197.355
19:45 - 19:46 06/08/2020,197.6
19:46 - 19:47 06/08/2020,197.61
19:47 - 19:48 06/08/2020,197.328
19:48 - 19:49 06/08/2020,197.7
19:49 - 19:50 06/08/2020,197.3
19:50 - 19:51 06/08/2020,197.52
19:51 - 19:52 06/08/2020,197.44
19:52 - 19:53 06/08/2020,197.536
19:53 - 19:54 06/08/2020,197.447
19:54 - 19:55 06/08/2020,198.006
19:55 - 19:56 06/08/2020,198.392
19:56 - 19:57 06/08/2020,198.217
19:57 - 19:58 06/08/2020,198.079
19:58 - 19:59 06/08/2020,198.204
19:59 - 20:00 06/08/2020,198.199
20:00 - 20:01 06/08/2020,197.961
20:01 - 20:02 06/08/2020,197.305
20:02 - 20:03 06/08/2020,197.438
20:03 - 20:04 06/08/2020,197.4
20:04 - 20:05 06/08/2020,197.516
20:05 - 20:06 06/08/2020,197.878
20:06 - 20:07 06/08/2020,197.881
20:07 - 20:08 06/08/2020,197.6
20:08 - 20:09 06/08/2020,197.724
20:09 - 20:10 06/08/2020,197.48
20:10 - 20:11 06/08/2020,197.468
20:11 - 20:12 06/08/2020,197.306
20:12 - 20:13 06/08/2020,197.058
20:13 - 20:14 06/08/2020,197.14
20:14 - 20:15 06/08/2020,197.052
20:15 - 20:16 06/08/2020,197.273
20:16 - 20:17 06/08/2020,197.305
20:17 - 20:18 06/08/2020,196.864
20:18 - 20:19 06/08/2020,197.087
20:19 - 20:20 06/08/2020,196.694
20:20 - 20:21 06/08/2020,196.887
20:21 - 20:22 06/08/2020,197.002
20:22 - 20:23 06/08/2020,196.747
20:23 - 20:24 06/08/2020,196.434
20:24 - 20:25 06/08/2020,196.888
20:25 - 20:26 06/08/2020,197.133
20:26 - 20:27 06/08/2020,197.234
20:27 - 20:28 06/08/2020,197.324
20:28 - 20:29 06/08/2020,197.496
20:29 - 20:30 06/08/2020,197.286
20:30 - 20:31 06/08/2020,197.256
20:31 - 20:32 06/08/2020,197.26
20:32 - 20:33 06/08/2020,197.228
20:33 - 20:34 06/08/2020,196.754
20:34 - 20:35 06/08/2020,197.007
20:35 - 20:36 06/08/2020,196.716
20:36 - 20:37 06/08/2020,196.576
20:37 - 20:38 06/08/2020,196.556
20:38 - 20:39 06/08/2020,196.382
20:39 - 20:40 06/08/2020,196.244
20:40 - 20:41 06/08/2020,196.303
20:41 - 20:42 06/08/2020,196.206
20:42 - 20:43 06/08/2020,195.906
20:43 - 20:44 06/08/2020,195.712
20:44 - 20:45 06/08/2020,195.962
20:45 - 20:46 06/08/2020,196.273
20:46 - 20:47 06/08/2020,196.119
20:47 - 20:48 06/08/2020,195.86
20:48 - 20:49 06/08/2020,195.488
20:49 - 20:50 06/08/2020,195.2
20:50 - 20:51 06/08/2020,195.722
20:51 - 20:52 06/08/2020,195.605
20:52 - 20:53 06/08/2020,195.984
20:53 - 20:54 06/08/2020,195.862
20:54 - 20:55 06/08/2020,195.514
20:55 - 20:56 06/08/2020,195.734
20:56 - 20:57 06/08/2020,195.623
20:57 - 20:58 06/08/2020,195.95
20:58 - 20:59 06/08/2020,195.388
20:59 - 21:00 06/08/2020,195.894
21:00 - 21:01 06/08/2020,195.979
21:01 - 21:02 06/08/2020,196.346
21:02 - 21:03 06/08/2020,196.543
21:03 - 21:04 06/08/2020,196.788
21:04 - 21:05 06/08/2020,196.916
21:05 - 21:06 06/08/2020,197.194
21:06 - 21:07 06/08/2020,197.045
21:07 - 21:08 06/08/2020,196.548
21:08 - 21:09 06/08/2020,196.638
21:09 - 21:10 06/08/2020,196.601
21:10 - 21:11 06/08/2020,196.6
21:11 - 21:12 06/08/2020,196.874
21:12 - 21:13 06/08/2020,196.483
21:13 - 21:14 06/08/2020,196.376
21:14 - 21:15 06/08/2020,196.217
21:15 - 21:16 06/08/2020,196.406
21:16 - 21:17 06/08/2020,196.058
21:17 - 21:18 06/08/2020,195.808
21:18 - 21:19 06/08/2020,195.806
21:19 - 21:20 06/08/2020,195.907
21:20 - 21:21 06/08/2020,195.446
21:21 - 21:22 06/08/2020,195.326
21:22 - 21:23 06/08/2020,195.186
21:23 - 21:24 06/08/2020,195.148
21:24 - 21:25 06/08/2020,194.95
21:25 - 21:26 06/08/2020,194.994
21:26 - 21:27 06/08/2020,195.04
21:27 - 21:28 06/08/2020,195.368
21:28 - 21:29 06/08/2020,195.708
21:29 - 21:30 06/08/2020,195.6
21:30 - 21:31 06/08/2020,195.554
21:31 - 21:32 06/08/2020,195.204
21:32 - 21:33 06/08/2020,195.677
21:33 - 21:34 06/08/2020,195.77
21:34 - 21:35 06/08/2020,195.665
21:35 - 21:36 06/08/2020,195.395
21:36 - 21:37 06/08/2020,195.15
21:37 - 21:38 06/08/2020,195.446
21:38 - 21:39 06/08/2020,195.01
21:39 - 21:40 06/08/2020,195.178
21:40 - 21:41 06/08/2020,195.352
21:41 - 21:42 06/08/2020,195.922
21:42 - 21:43 06/08/2020,195.938
21:43 - 21:44 06/08/2020,196.256
21:44 - 21:45 06/08/2020,196.58
21:45 - 21:46 06/08/2020,195.896
21:46 - 21:47 06/08/2020,195.924
21:47 - 21:48 06/08/2020,196.105
21:48 - 21:49 06/08/2020,195.664
21:49 - 21:50 06/08/2020,195.2
21:50 - 21:51 06/08/2020,195.204
21:51 - 21:52 06/08/2020,195.2
21:52 - 21:53 06/08/2020,195.481
21:53 - 21:54 06/08/2020,195.4
21:54 - 21:55 06/08/2020,195.1
21:55 - 21:56 06/08/2020,195.07
21:56 - 21:57 06/08/2020,194.962
21:57 - 21:58 06/08/2020,194.866
21:58 - 21:59 06/08/2020,194.87
21:59 - 22:00 06/08/2020,194.568
12JUN2020_00:00:00.000000 06/08/2020,
15:30 - 15:31 06/09/2020,195.91
15:31 - 15:32 06/09/2020,195.6
15:32 - 15:33 06/09/2020,194.202
15:33 - 15:34 06/09/2020,194.935
15:34 - 15:35 06/09/2020,195.47
15:35 - 15:36 06/09/2020,195.898
15:36 - 15:37 06/09/2020,196.846
15:37 - 15:38 06/09/2020,195.78
15:38 - 15:39 06/09/2020,196.336
15:39 - 15:40 06/09/2020,196.529
15:40 - 15:41 06/09/2020,196.91
15:41 - 15:42 06/09/2020,197.261
15:42 - 15:43 06/09/2020,197.258
15:43 - 15:44 06/09/2020,196.756
15:44 - 15:45 06/09/2020,197.234
15:45 - 15:46 06/09/2020,197
15:46 - 15:47 06/09/2020,196.894
15:47 - 15:48 06/09/2020,196.764
15:48 - 15:49 06/09/2020,196.456
15:49 - 15:50 06/09/2020,195.921
15:50 - 15:51 06/09/2020,196.32
15:51 - 15:52 06/09/2020,196.086
15:52 - 15:53 06/09/2020,195.99
15:53 - 15:54 06/09/2020,195.484
15:54 - 15:55 06/09/2020,195.262
15:55 - 15:56 06/09/2020,195.082
15:56 - 15:57 06/09/2020,195.38
15:57 - 15:58 06/09/2020,194.71
15:58 - 15:59 06/09/2020,194.655
15:59 - 16:00 06/09/2020,194.373
16:00 - 16:01 06/09/2020,194.3
16:01 - 16:02 06/09/2020,194.566
16:02 - 16:03 06/09/2020,195.092
16:03 - 16:04 06/09/2020,195.131
16:04 - 16:05 06/09/2020,194.6
16:05 - 16:06 06/09/2020,193.969
16:06 - 16:07 06/09/2020,193.117
16:07 - 16:08 06/09/2020,193.344
16:08 - 16:09 06/09/2020,192.43
16:09 - 16:10 06/09/2020,192.372
16:10 - 16:11 06/09/2020,192.888
16:11 - 16:12 06/09/2020,193.492
16:12 - 16:13 06/09/2020,192.922
16:13 - 16:14 06/09/2020,192.416
16:14 - 16:15 06/09/2020,192.056
16:15 - 16:16 06/09/2020,191.44
16:16 - 16:17 06/09/2020,191.699
16:17 - 16:18 06/09/2020,191.793
16:18 - 16:19 06/09/2020,192.068
16:19 - 16:20 06/09/2020,191.706
16:20 - 16:21 06/09/2020,192.26
16:21 - 16:22 06/09/2020,192.639
16:22 - 16:23 06/09/2020,193.142
16:23 - 16:24 06/09/2020,192.397
16:24 - 16:25 06/09/2020,192.984
16:25 - 16:26 06/09/2020,192.85
16:26 - 16:27 06/09/2020,192.094
16:27 - 16:28 06/09/2020,191.6
16:28 - 16:29 06/09/2020,191.661
16:29 - 16:30 06/09/2020,191.306
16:30 - 16:31 06/09/2020,191.496
16:31 - 16:32 06/09/2020,191.209
16:32 - 16:33 06/09/2020,191.232
16:33 - 16:34 06/09/2020,191.4
16:34 - 16:35 06/09/2020,191.506
16:35 - 16:36 06/09/2020,190.903
16:36 - 16:37 06/09/2020,190.276
16:37 - 16:38 06/09/2020,189.75
16:38 - 16:39 06/09/2020,189.292
16:39 - 16:40 06/09/2020,188.518
16:40 - 16:41 06/09/2020,189.86
16:41 - 16:42 06/09/2020,190
16:42 - 16:43 06/09/2020,190.2
16:43 - 16:44 06/09/2020,190.152
16:44 - 16:45 06/09/2020,189.897
16:45 - 16:46 06/09/2020,190.77
16:46 - 16:47 06/09/2020,190.45
16:47 - 16:48 06/09/2020,190.301
16:48 - 16:49 06/09/2020,190.15
16:49 - 16:50 06/09/2020,190.08
16:50 - 16:51 06/09/2020,189.6
16:51 - 16:52 06/09/2020,188.926
16:52 - 16:53 06/09/2020,189.106
16:53 - 16:54 06/09/2020,188.277
16:54 - 16:55 06/09/2020,188.463
16:55 - 16:56 06/09/2020,188.894
16:56 - 16:57 06/09/2020,188.286
16:57 - 16:58 06/09/2020,188.515
16:58 - 16:59 06/09/2020,187.854
16:59 - 17:00 06/09/2020,186.964
17:00 - 17:01 06/09/2020,187.982
17:01 - 17:02 06/09/2020,187.608
17:02 - 17:03 06/09/2020,187.492
17:03 - 17:04 06/09/2020,187.244
17:04 - 17:05 06/09/2020,186.938
17:05 - 17:06 06/09/2020,188.078
17:06 - 17:07 06/09/2020,188.615
17:07 - 17:08 06/09/2020,189.204
17:08 - 17:09 06/09/2020,189.144
17:09 - 17:10 06/09/2020,188.647
17:10 - 17:11 06/09/2020,187.961
17:11 - 17:12 06/09/2020,187.708
17:12 - 17:13 06/09/2020,188.25
17:13 - 17:14 06/09/2020,187.844
17:14 - 17:15 06/09/2020,187.492
17:15 - 17:16 06/09/2020,187.958
17:16 - 17:17 06/09/2020,187.844
17:17 - 17:18 06/09/2020,187.66
17:18 - 17:19 06/09/2020,186.56
17:19 - 17:20 06/09/2020,185.928
17:20 - 17:21 06/09/2020,186.655
17:21 - 17:22 06/09/2020,186.27
17:22 - 17:23 06/09/2020,186.03
17:23 - 17:24 06/09/2020,185.742
17:24 - 17:25 06/09/2020,186.064
17:25 - 17:26 06/09/2020,186.334
17:26 - 17:27 06/09/2020,186.677
17:27 - 17:28 06/09/2020,187.102
17:28 - 17:29 06/09/2020,187.102
17:29 - 17:30 06/09/2020,186.791
17:30 - 17:31 06/09/2020,186.979
17:31 - 17:32 06/09/2020,186.6
17:32 - 17:33 06/09/2020,186.383
17:33 - 17:34 06/09/2020,187.2
17:34 - 17:35 06/09/2020,187.8
17:35 - 17:36 06/09/2020,188.216
17:36 - 17:37 06/09/2020,188.4
17:37 - 17:38 06/09/2020,188.511
17:38 - 17:39 06/09/2020,188.922
17:39 - 17:40 06/09/2020,189.144
17:40 - 17:41 06/09/2020,189.2
17:41 - 17:42 06/09/2020,188.648
17:42 - 17:43 06/09/2020,188.896
17:43 - 17:44 06/09/2020,188.38
17:44 - 17:45 06/09/2020,188.15
17:45 - 17:46 06/09/2020,188.18
17:46 - 17:47 06/09/2020,188.938
17:47 - 17:48 06/09/2020,190.066
17:48 - 17:49 06/09/2020,189.46
17:49 - 17:50 06/09/2020,189.804
17:50 - 17:51 06/09/2020,189.686
17:51 - 17:52 06/09/2020,188.959
17:52 - 17:53 06/09/2020,188.701
17:53 - 17:54 06/09/2020,188.816
17:54 - 17:55 06/09/2020,189.576
17:55 - 17:56 06/09/2020,189.4
17:56 - 17:57 06/09/2020,189.689
17:57 - 17:58 06/09/2020,190.166
17:58 - 17:59 06/09/2020,189.917
17:59 - 18:00 06/09/2020,190.072
18:00 - 18:01 06/09/2020,189.804
18:01 - 18:02 06/09/2020,189.336
18:02 - 18:03 06/09/2020,189.663
18:03 - 18:04 06/09/2020,190.072
18:04 - 18:05 06/09/2020,190.38
18:05 - 18:06 06/09/2020,190.259
18:06 - 18:07 06/09/2020,190.225
18:07 - 18:08 06/09/2020,189.985
18:08 - 18:09 06/09/2020,190.118
18:09 - 18:10 06/09/2020,189.687
18:10 - 18:11 06/09/2020,189.439
18:11 - 18:12 06/09/2020,188.8
18:12 - 18:13 06/09/2020,188.516
18:13 - 18:14 06/09/2020,189.156
18:14 - 18:15 06/09/2020,188.984
18:15 - 18:16 06/09/2020,188.965
18:16 - 18:17 06/09/2020,188.836
18:17 - 18:18 06/09/2020,189.092
18:18 - 18:19 06/09/2020,189.661
18:19 - 18:20 06/09/2020,189.4
18:20 - 18:21 06/09/2020,189.247
18:21 - 18:22 06/09/2020,189.206
18:22 - 18:23 06/09/2020,189.378
18:23 - 18:24 06/09/2020,188.668
18:24 - 18:25 06/09/2020,188.568
18:25 - 18:26 06/09/2020,188.323
18:26 - 18:27 06/09/2020,188.328
18:27 - 18:28 06/09/2020,188.336
18:28 - 18:29 06/09/2020,189.199
18:29 - 18:30 06/09/2020,188.916
18:30 - 18:31 06/09/2020,188.3
18:31 - 18:32 06/09/2020,188.26
18:32 - 18:33 06/09/2020,188.07
18:33 - 18:34 06/09/2020,188.002
18:34 - 18:35 06/09/2020,188.07
18:35 - 18:36 06/09/2020,188.612
18:36 - 18:37 06/09/2020,188.344
18:37 - 18:38 06/09/2020,188.272
18:38 - 18:39 06/09/2020,188.106
18:39 - 18:40 06/09/2020,187.822
18:40 - 18:41 06/09/2020,188.162
18:41 - 18:42 06/09/2020,188.098
18:42 - 18:43 06/09/2020,187.96
18:43 - 18:44 06/09/2020,187.548
18:44 - 18:45 06/09/2020,187.288
18:45 - 18:46 06/09/2020,187.088
18:46 - 18:47 06/09/2020,187.286
18:47 - 18:48 06/09/2020,187.302
18:48 - 18:49 06/09/2020,187.421
18:49 - 18:50 06/09/2020,187.622
18:50 - 18:51 06/09/2020,187.932
18:51 - 18:52 06/09/2020,188.204
18:52 - 18:53 06/09/2020,188.182
18:53 - 18:54 06/09/2020,187.731
18:54 - 18:55 06/09/2020,188.1
18:55 - 18:56 06/09/2020,187.912
18:56 - 18:57 06/09/2020,188.262
18:57 - 18:58 06/09/2020,188.062
18:58 - 18:59 06/09/2020,188.02
18:59 - 19:00 06/09/2020,188.1
19:00 - 19:01 06/09/2020,187.638
19:01 - 19:02 06/09/2020,187.684
19:02 - 19:03 06/09/2020,187.26
19:03 - 19:04 06/09/2020,187.354
19:04 - 19:05 06/09/2020,187.07
19:05 - 19:06 06/09/2020,187.324
19:06 - 19:07 06/09/2020,187.628
19:07 - 19:08 06/09/2020,187.362
19:08 - 19:09 06/09/2020,187.262
19:09 - 19:10 06/09/2020,187.54
19:10 - 19:11 06/09/2020,187.282
19:11 - 19:12 06/09/2020,187.18
19:12 - 19:13 06/09/2020,187.166
19:13 - 19:14 06/09/2020,187.382
19:14 - 19:15 06/09/2020,187.16
19:15 - 19:16 06/09/2020,187.085
19:16 - 19:17 06/09/2020,186.896
19:17 - 19:18 06/09/2020,186.744
19:18 - 19:19 06/09/2020,186.58
19:19 - 19:20 06/09/2020,186.44
19:20 - 19:21 06/09/2020,186.336
19:21 - 19:22 06/09/2020,186.712
19:22 - 19:23 06/09/2020,186.682
19:23 - 19:24 06/09/2020,186.338
19:24 - 19:25 06/09/2020,186.3
19:25 - 19:26 06/09/2020,186.76
19:26 - 19:27 06/09/2020,186.647
19:27 - 19:28 06/09/2020,186.608
19:28 - 19:29 06/09/2020,186.352
19:29 - 19:30 06/09/2020,186.73
19:30 - 19:31 06/09/2020,186.816
19:31 - 19:32 06/09/2020,186.741
19:32 - 19:33 06/09/2020,186.354
19:33 - 19:34 06/09/2020,186.23
19:34 - 19:35 06/09/2020,186.068
19:35 - 19:36 06/09/2020,186.214
19:36 - 19:37 06/09/2020,186.092
19:37 - 19:38 06/09/2020,185.844
19:38 - 19:39 06/09/2020,185.806
19:39 - 19:40 06/09/2020,185.688
19:40 - 19:41 06/09/2020,185.72
19:41 - 19:42 06/09/2020,186.042
19:42 - 19:43 06/09/2020,186.194
19:43 - 19:44 06/09/2020,185.998
19:44 - 19:45 06/09/2020,185.551
19:45 - 19:46 06/09/2020,185.366
19:46 - 19:47 06/09/2020,184.733
19:47 - 19:48 06/09/2020,185.078
19:48 - 19:49 06/09/2020,184.962
19:49 - 19:50 06/09/2020,184.923
19:50 - 19:51 06/09/2020,184.987
19:51 - 19:52 06/09/2020,184.6
19:52 - 19:53 06/09/2020,184
19:53 - 19:54 06/09/2020,183.816
19:54 - 19:55 06/09/2020,182.941
19:55 - 19:56 06/09/2020,183.89
19:56 - 19:57 06/09/2020,184.51
19:57 - 19:58 06/09/2020,184.4
19:58 - 19:59 06/09/2020,184.732
19:59 - 20:00 06/09/2020,184.142
20:00 - 20:01 06/09/2020,185.012
20:01 - 20:02 06/09/2020,185.463
20:02 - 20:03 06/09/2020,184.964
20:03 - 20:04 06/09/2020,184.986
20:04 - 20:05 06/09/2020,184.436
20:05 - 20:06 06/09/2020,184.08
20:06 - 20:07 06/09/2020,184.14
20:07 - 20:08 06/09/2020,184.082
20:08 - 20:09 06/09/2020,183.876
20:09 - 20:10 06/09/2020,183.994
20:10 - 20:11 06/09/2020,184.59
20:11 - 20:12 06/09/2020,184.162
20:12 - 20:13 06/09/2020,184.969
20:13 - 20:14 06/09/2020,184.984
20:14 - 20:15 06/09/2020,184.798
20:15 - 20:16 06/09/2020,184.286
20:16 - 20:17 06/09/2020,184.6
20:17 - 20:18 06/09/2020,184.582
20:18 - 20:19 06/09/2020,184.682
20:19 - 20:20 06/09/2020,184.202
20:20 - 20:21 06/09/2020,184.012
20:21 - 20:22 06/09/2020,184.442
20:22 - 20:23 06/09/2020,184.366
20:23 - 20:24 06/09/2020,184.576
20:24 - 20:25 06/09/2020,184.481
20:25 - 20:26 06/09/2020,184.884
20:26 - 20:27 06/09/2020,184.504
20:27 - 20:28 06/09/2020,184.476
20:28 - 20:29 06/09/2020,184.734
20:29 - 20:30 06/09/2020,185.196
20:30 - 20:31 06/09/2020,185.337
20:31 - 20:32 06/09/2020,185.562
20:32 - 20:33 06/09/2020,185.866
20:33 - 20:34 06/09/2020,185.418
20:34 - 20:35 06/09/2020,185.563
20:35 - 20:36 06/09/2020,185.123
20:36 - 20:37 06/09/2020,185.3
20:37 - 20:38 06/09/2020,185.778
20:38 - 20:39 06/09/2020,185.319
20:39 - 20:40 06/09/2020,184.81
20:40 - 20:41 06/09/2020,184.809
20:41 - 20:42 06/09/2020,184.614
20:42 - 20:43 06/09/2020,184.148
20:43 - 20:44 06/09/2020,184.83
20:44 - 20:45 06/09/2020,184.574
20:45 - 20:46 06/09/2020,184.769
20:46 - 20:47 06/09/2020,185.01
20:47 - 20:48 06/09/2020,185.22
20:48 - 20:49 06/09/2020,185.215
20:49 - 20:50 06/09/2020,184.984
20:50 - 20:51 06/09/2020,185.052
20:51 - 20:52 06/09/2020,184.876
20:52 - 20:53 06/09/2020,185.05
20:53 - 20:54 06/09/2020,185.746
20:54 - 20:55 06/09/2020,185.898
20:55 - 20:56 06/09/2020,185.494
20:56 - 20:57 06/09/2020,185.833
20:57 - 20:58 06/09/2020,185.65
20:58 - 20:59 06/09/2020,185.784
20:59 - 21:00 06/09/2020,186.121
21:00 - 21:01 06/09/2020,186.284
21:01 - 21:02 06/09/2020,186.346
21:02 - 21:03 06/09/2020,186.32
21:03 - 21:04 06/09/2020,186.285
21:04 - 21:05 06/09/2020,185.843
